experiment,track,scope,seed,num_categories,num_test_images,num_query_normal,num_query_defect,image_auroc_mean,image_ap_mean,pixel_auroc_mean,pro_mean,accuracy,precision,recall,specificity,balanced_accuracy,f1,num_pred_positive,num_pred_negative,weak5_image_auroc_mean,weak5_image_ap_mean,bottle_image_auroc,bottle_balanced_accuracy,method,feature_source,coreset_ratio,knn_topk,defect_boost_weight,local_scale_neighbor_topk,support_consensus_topk,match_reweight_alpha,preproc_agreement_beta,subspace_dim,resize_mode,resize_patch_multiple,reference_bank_view,defect_bank_view,query_mask_mode,query_mask_policy,rotation_policy,threshold_source,delta_vs_e0_auroc,delta_vs_e0_ap,delta_vs_e0_bottle_auroc,alerts
dinov2_vits14_last_patchcore_knn_k001_core1000_topk010_refb_defb_qmps_qpcl_rpcl,pure-visual-dinov2,weak5_bottle,42,6,689,174,515,0.9680097615204736,0.9865534421650836,0.9663749168730423,0.9265306672223362,0.8432510885341074,0.9788235294117648,0.8077669902912621,0.9482758620689655,0.8780214261801138,0.8851063829787235,425,264,0.9680097615204736,0.9865534421650836,1.0,0.9152542372881356,patchcore_knn,last,1.0,1,0.0,0,0,0.0,0.0,0,square,14,base,base,pre_score,category_list,category_list,per_category_support_holdout_plus_support_defect_best_balanced_accuracy,0.37330230740270154,0.19637633191603343,0.041525423728813515,
