experiment,track,scope,seed,num_categories,num_test_images,num_query_normal,num_query_defect,image_auroc_mean,image_ap_mean,pixel_auroc_mean,pro_mean,accuracy,precision,recall,specificity,balanced_accuracy,f1,num_pred_positive,num_pred_negative,weak5_image_auroc_mean,weak5_image_ap_mean,bottle_image_auroc,bottle_balanced_accuracy,method,feature_source,coreset_ratio,knn_topk,subspace_dim,threshold_source,delta_vs_e0_auroc,delta_vs_e0_ap,delta_vs_e0_bottle_auroc,alerts
dinov2_vits14_last_patchcore_knn_k001_core1000_topk010,pure-visual-dinov2,full15,43,15,1665,467,1198,0.9716723229611192,0.9829363541376815,0.9707222925667762,0.8565655858084593,0.8654654654654654,0.9746588693957114,0.8347245409015025,0.9443254817987152,0.8895250113501089,0.8992805755395683,1026,639,0.960532516911071,0.9770871627104468,1.0,0.9576271186440678,patchcore_knn,last,1.0,1,0,per_category_support_holdout_plus_support_defect_best_balanced_accuracy,0.2535058774534663,0.12236322293320623,0.041525423728813515,
