experiment,track,scope,seed,num_categories,num_test_images,num_query_normal,num_query_defect,image_auroc_mean,image_ap_mean,pixel_auroc_mean,pro_mean,accuracy,precision,recall,specificity,balanced_accuracy,f1,num_pred_positive,num_pred_negative,weak5_image_auroc_mean,weak5_image_ap_mean,bottle_image_auroc,bottle_balanced_accuracy,method,feature_source,coreset_ratio,knn_topk,subspace_dim,threshold_source,delta_vs_e0_auroc,delta_vs_e0_ap,delta_vs_e0_bottle_auroc,alerts
dinov2_vits14_last_patchcore_knn_k001_core1000_topk010,pure-visual-dinov2,full15,44,15,1665,467,1198,0.9776239840996326,0.9846311387801947,0.9702302254386765,0.8659858434646399,0.8222222222222222,0.9880952380952381,0.7621035058430717,0.9764453961456103,0.8692744509943411,0.8605089538171536,924,741,0.9720354709995146,0.9822889010745898,0.9983050847457627,0.7627118644067796,patchcore_knn,last,1.0,1,0,per_category_support_holdout_plus_support_defect_best_balanced_accuracy,0.25945753859197973,0.12405800757571939,0.039830508474576254,
