experiment,track,scope,seed,num_categories,num_test_images,num_query_normal,num_query_defect,image_auroc_mean,image_ap_mean,pixel_auroc_mean,pro_mean,accuracy,precision,recall,specificity,balanced_accuracy,f1,num_pred_positive,num_pred_negative,weak5_image_auroc_mean,weak5_image_ap_mean,bottle_image_auroc,bottle_balanced_accuracy,method,feature_source,coreset_ratio,knn_topk,defect_boost_weight,local_scale_neighbor_topk,support_consensus_topk,match_reweight_alpha,preproc_agreement_beta,subspace_dim,resize_mode,resize_patch_multiple,reference_bank_view,defect_bank_view,query_mask_mode,query_mask_policy,rotation_policy,threshold_source,delta_vs_e0_auroc,delta_vs_e0_ap,delta_vs_e0_bottle_auroc,alerts
dinov2_vits14_last_patchcore_knn_k001_core1000_topk010_refb_defb_qmps_qpcl_rpcl,pure-visual-dinov2,full15,42,15,1665,467,1198,0.9767448827645044,0.9867088272428519,0.9673487499858376,0.9218501098202132,0.8138138138138138,0.9847161572052402,0.7529215358931552,0.9700214132762313,0.8614714745846932,0.8533585619678336,916,749,0.9680097615204736,0.9865534421650836,1.0,0.9152542372881356,patchcore_knn,last,1.0,1,0.0,0,0,0.0,0.0,0,square,14,base,base,pre_score,category_list,category_list,per_category_support_holdout_plus_support_defect_best_balanced_accuracy,0.2585784372568516,0.1261356960383766,0.041525423728813515,
dinov2_vits14_last_patchcore_knn_k001_core1000_topk010_refb_defb_qmps_qpcl_rpcl,pure-visual-dinov2,full15,43,15,1665,467,1198,0.9736545875595329,0.9859569540659987,0.9678384105462737,0.9228161646260972,0.8654654654654654,0.9765166340508806,0.8330550918196995,0.9486081370449678,0.8908316144323336,0.8990990990990991,1022,643,0.9627594522239024,0.9837711049847812,1.0,0.9576271186440678,patchcore_knn,last,1.0,1,0.0,0,0,0.0,0.0,0,square,14,base,base,pre_score,category_list,category_list,per_category_support_holdout_plus_support_defect_best_balanced_accuracy,0.2554881420518801,0.1253838228615234,0.041525423728813515,
