experiment,track,scope,seed,num_categories,num_test_images,num_query_normal,num_query_defect,image_auroc_mean,image_ap_mean,pixel_auroc_mean,pro_mean,accuracy,precision,recall,specificity,balanced_accuracy,f1,num_pred_positive,num_pred_negative,weak5_image_auroc_mean,weak5_image_ap_mean,bottle_image_auroc,bottle_balanced_accuracy,method,feature_source,coreset_ratio,knn_topk,subspace_dim,threshold_source,delta_vs_e0_auroc,delta_vs_e0_ap,delta_vs_e0_bottle_auroc,alerts
dinov2_vits14_last_patchcore_knn_k001_core1000_topk010,pure-visual-dinov2,full15,42,15,1665,467,1198,0.9739402326908861,0.9835376765218651,0.9696119201962305,0.867608228548444,0.7987987987987988,0.9864712514092446,0.7303839732888147,0.974304068522484,0.8523440209056493,0.8393285371702638,887,778,0.9624600973281795,0.9791628442693517,1.0,0.9152542372881356,patchcore_knn,last,1.0,1,0,per_category_support_holdout_plus_support_defect_best_balanced_accuracy,0.2557737871832333,0.12296454531738976,0.041525423728813515,
