seeds,per_seed,image_auroc_mean_mean,image_auroc_mean_std,image_ap_mean_mean,image_ap_mean_std,pixel_auroc_mean_mean,pixel_auroc_mean_std,pro_mean_mean,pro_mean_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,bottle_image_auroc_mean,bottle_image_auroc_std,bottle_balanced_accuracy_mean,bottle_balanced_accuracy_std,delta_vs_stage2_e0_auroc_mean,delta_vs_stage2_e0_ap_mean,delta_vs_stage4_incumbent_auroc_mean,delta_vs_stage4_incumbent_ap_mean,delta_vs_stage4_incumbent_bal_acc_mean
"[42, 43, 44]","{'42': {'experiment': 'dinov2_vits14_last_patchcore_knn_k001_core1000_topk010', 'track': 'pure-visual-dinov2', 'scope': 'full15', 'seed': '42', 'num_categories': '15', 'num_test_images': '1665', 'num_query_normal': '467', 'num_query_defect': '1198', 'image_auroc_mean': '0.9739402326908861', 'image_ap_mean': '0.9835376765218651', 'pixel_auroc_mean': '0.9696119201962305', 'pro_mean': '0.867608228548444', 'accuracy': '0.7987987987987988', 'precision': '0.9864712514092446', 'recall': '0.7303839732888147', 'specificity': '0.974304068522484', 'balanced_accuracy': '0.8523440209056493', 'f1': '0.8393285371702638', 'num_pred_positive': '887', 'num_pred_negative': '778', 'weak5_image_auroc_mean': '0.9624600973281795', 'weak5_image_ap_mean': '0.9791628442693517', 'bottle_image_auroc': '1.0', 'bottle_balanced_accuracy': '0.9152542372881356', 'method': 'patchcore_knn', 'feature_source': 'last', 'coreset_ratio': '1.0', 'knn_topk': '1', 'subspace_dim': '0', 'threshold_source': 'per_category_support_holdout_plus_support_defect_best_balanced_accuracy', 'delta_vs_e0_auroc': '0.2557737871832333', 'delta_vs_e0_ap': '0.12296454531738976', 'delta_vs_e0_bottle_auroc': '0.041525423728813515', 'alerts': ''}, '43': {'experiment': 'dinov2_vits14_last_patchcore_knn_k001_core1000_topk010', 'track': 'pure-visual-dinov2', 'scope': 'full15', 'seed': '43', 'num_categories': '15', 'num_test_images': '1665', 'num_query_normal': '467', 'num_query_defect': '1198', 'image_auroc_mean': '0.9716723229611192', 'image_ap_mean': '0.9829363541376815', 'pixel_auroc_mean': '0.9707222925667762', 'pro_mean': '0.8565655858084593', 'accuracy': '0.8654654654654654', 'precision': '0.9746588693957114', 'recall': '0.8347245409015025', 'specificity': '0.9443254817987152', 'balanced_accuracy': '0.8895250113501089', 'f1': '0.8992805755395683', 'num_pred_positive': '1026', 'num_pred_negative': '639', 'weak5_image_auroc_mean': '0.960532516911071', 'weak5_image_ap_mean': '0.9770871627104468', 'bottle_image_auroc': '1.0', 'bottle_balanced_accuracy': '0.9576271186440678', 'method': 'patchcore_knn', 'feature_source': 'last', 'coreset_ratio': '1.0', 'knn_topk': '1', 'subspace_dim': '0', 'threshold_source': 'per_category_support_holdout_plus_support_defect_best_balanced_accuracy', 'delta_vs_e0_auroc': '0.2535058774534663', 'delta_vs_e0_ap': '0.12236322293320623', 'delta_vs_e0_bottle_auroc': '0.041525423728813515', 'alerts': ''}, '44': {'experiment': 'dinov2_vits14_last_patchcore_knn_k001_core1000_topk010', 'track': 'pure-visual-dinov2', 'scope': 'full15', 'seed': '44', 'num_categories': '15', 'num_test_images': '1665', 'num_query_normal': '467', 'num_query_defect': '1198', 'image_auroc_mean': '0.9776239840996326', 'image_ap_mean': '0.9846311387801947', 'pixel_auroc_mean': '0.9702302254386765', 'pro_mean': '0.8659858434646399', 'accuracy': '0.8222222222222222', 'precision': '0.9880952380952381', 'recall': '0.7621035058430717', 'specificity': '0.9764453961456103', 'balanced_accuracy': '0.8692744509943411', 'f1': '0.8605089538171536', 'num_pred_positive': '924', 'num_pred_negative': '741', 'weak5_image_auroc_mean': '0.9720354709995146', 'weak5_image_ap_mean': '0.9822889010745898', 'bottle_image_auroc': '0.9983050847457627', 'bottle_balanced_accuracy': '0.7627118644067796', 'method': 'patchcore_knn', 'feature_source': 'last', 'coreset_ratio': '1.0', 'knn_topk': '1', 'subspace_dim': '0', 'threshold_source': 'per_category_support_holdout_plus_support_defect_best_balanced_accuracy', 'delta_vs_e0_auroc': '0.25945753859197973', 'delta_vs_e0_ap': '0.12405800757571939', 'delta_vs_e0_bottle_auroc': '0.039830508474576254', 'alerts': ''}}",0.9744121799172126,0.0024525657606203157,0.9837017231465804,0.0007015493413082177,0.9701881460672278,0.000454283102220006,0.8633865526071811,0.004868416881080605,0.8288288288288288,0.027614568006180534,0.9830751196333981,0.005988003798517565,0.7757373400111296,0.043674169238624695,0.9650249821556032,0.014662839817397678,0.8703811610833664,0.015199235025127876,0.8663726888423285,0.024824037644894888,0.9994350282485875,0.0007989907132051259,0.8785310734463276,0.08370357282502291,0.2562457344095598,0.12312859194210513,0.23728475192076282,0.1046467829817479,0.3570094816604882
